0,0,0,0,0,0,0,0,0.859882951,0,0.778083742,0.959380686,0.928220868,0,0,0,0,0.859794617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.890360475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.788230062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.900013804,0,0,0,0,0.953281045,0,0,0,0,0.886162877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891709924,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.929148376,0,0,0,0,0,0.85764879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.981690466,0.92778933,0,0,0,0,0.894551039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.767076194,0.975349128,0.947561204,0,0,0,0,0.877332568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.800129414,0,0.959846795,0,0,0,0,0.888276041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.766670823,0.975507319,0.905737877,0,0,0,0,0.809055388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.926848888,0,0,0,0,0,0.814331949,0,0,0,0,0,0,0,0,0.87195909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.863607526,0,0,0,0,0.901198924,0,0,0,0,0,0,0,0,0,0.87886548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.904509902,0,0,0,0,0,0.8179515,0,0,0,0.937799096,0,0,0,0,0.886420131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
